Date,open,high,low,close,adjusted_close,volume
2016-02-22 00:00:00-05:00,0.7720000147819519,0.796750009059906,0.7705000042915344,0.7879999876022339,0.7688541412353516,449668000
2016-02-23 00:00:00-05:00,0.7817500233650208,0.7975000143051147,0.777999997138977,0.7900000214576721,0.7708054184913635,369380000
2016-02-24 00:00:00-05:00,0.7867500185966492,0.796750009059906,0.7649999856948853,0.7954999804496765,0.7761716842651367,336852000
2016-02-25 00:00:00-05:00,0.7985000014305115,0.8012499809265137,0.7829999923706055,0.797249972820282,0.7778791785240173,349616000
2016-02-26 00:00:00-05:00,0.8009999990463257,0.8029999732971191,0.7839999794960022,0.7919999957084656,0.7727568745613098,361964000
2016-02-29 00:00:00-05:00,0.7902500033378601,0.8004999756813049,0.7835000157356262,0.7839999794960022,0.7677381634712219,323344000
2016-03-01 00:00:00-05:00,0.7860000133514404,0.8187500238418579,0.7847499847412109,0.8187500238418579,0.8017674684524536,348700000
2016-03-02 00:00:00-05:00,0.8142499923706055,0.8264999985694885,0.812749981880188,0.8234999775886536,0.8064185976982117,233812000
2016-03-03 00:00:00-05:00,0.8224999904632568,0.8259999752044678,0.8052499890327454,0.8162500262260437,0.7993194460868835,302004000
2016-03-04 00:00:00-05:00,0.8224999904632568,0.8232499957084656,0.8075000047683716,0.8137500286102295,0.7968712449073792,175304000
2016-03-07 00:00:00-05:00,0.809249997138977,0.8147500157356262,0.7979999780654907,0.8084999918937683,0.7917300462722778,239968000
2016-03-08 00:00:00-05:00,0.8002499938011169,0.8050000071525574,0.7912499904632568,0.793749988079071,0.7772859334945679,274940000
2016-03-09 00:00:00-05:00,0.8007500171661377,0.8019999861717224,0.7829999923706055,0.7932500243186951,0.7767964005470276,222788000
2016-03-10 00:00:00-05:00,0.7979999780654907,0.8025000095367432,0.7760000228881836,0.7919999957084656,0.7755721807479858,286084000
2016-03-11 00:00:00-05:00,0.8037499785423279,0.8057500123977661,0.7942500114440918,0.8054999709129333,0.7887921929359436,277400000
2016-03-14 00:00:00-04:00,0.8017500042915344,0.8107500076293945,0.7979999780654907,0.8075000047683716,0.7907507419586182,190312000
2016-03-15 00:00:00-04:00,0.8032500147819519,0.8084999918937683,0.7892500162124634,0.8034999966621399,0.7868337631225586,226216000
2016-03-16 00:00:00-04:00,0.7975000143051147,0.8302500247955322,0.793749988079071,0.8274999856948853,0.8103358149528503,363644000
2016-03-17 00:00:00-04:00,0.8245000243186951,0.828499972820282,0.809249997138977,0.8205000162124634,0.8034811615943909,353680000
2016-03-18 00:00:00-04:00,0.8302500247955322,0.856249988079071,0.824999988079071,0.8452500104904175,0.8277177810668945,545512000
2016-03-21 00:00:00-04:00,0.8377500176429749,0.8479999899864197,0.8287500143051147,0.8477500081062317,0.8301658034324646,337780000
2016-03-22 00:00:00-04:00,0.8450000286102295,0.8522499799728394,0.8357499837875366,0.8462499976158142,0.8286970257759094,242012000
2016-03-23 00:00:00-04:00,0.8500000238418579,0.8669999837875366,0.8462499976158142,0.8607500195503235,0.8428962230682373,429008000
2016-03-24 00:00:00-04:00,0.8529999852180481,0.8634999990463257,0.8502500057220459,0.8619999885559082,0.8441203236579895,244956000
2016-03-28 00:00:00-04:00,0.8604999780654907,0.8744999766349792,0.859499990940094,0.8707500100135803,0.8526887893676758,265388000
2016-03-29 00:00:00-04:00,0.8669999837875366,0.8867499828338623,0.8650000095367432,0.8847500085830688,0.8663983941078186,261812000
2016-03-30 00:00:00-04:00,0.8880000114440918,0.90625,0.887499988079071,0.8939999938011169,0.8754565119743347,376700000
2016-03-31 00:00:00-04:00,0.8980000019073486,0.8999999761581421,0.8837500214576721,0.890749990940094,0.872273862361908,379884000
2016-04-01 00:00:00-04:00,0.8852499723434448,0.9042500257492065,0.8784999847412109,0.9037500023841858,0.8850042819976807,348292000
2016-04-04 00:00:00-04:00,0.9112499952316284,0.9160000085830688,0.8914999961853027,0.8949999809265137,0.8764357566833496,393940000
2016-04-05 00:00:00-04:00,0.8870000243186951,0.9020000100135803,0.8834999799728394,0.893750011920929,0.8752116560935974,339568000
2016-04-06 00:00:00-04:00,0.8824999928474426,0.8955000042915344,0.8657500147819519,0.8949999809265137,0.8764357566833496,453376000
2016-04-07 00:00:00-04:00,0.8892499804496765,0.8972499966621399,0.8820000290870667,0.8857499957084656,0.8673776984214783,378104000
2016-04-08 00:00:00-04:00,0.8930000066757202,0.8987500071525574,0.8827499747276306,0.8914999961853027,0.8730083703994751,255936000
2016-04-11 00:00:00-04:00,0.8967499732971191,0.9117500185966492,0.8939999938011169,0.8970000147819519,0.8783942461013794,387524000
2016-04-12 00:00:00-04:00,0.8999999761581421,0.9012500047683716,0.8784999847412109,0.8960000276565552,0.877415120601654,292764000
2016-04-13 00:00:00-04:00,0.8999999761581421,0.918749988079071,0.8999999761581421,0.9185000061988831,0.8994483947753906,350716000
2016-04-14 00:00:00-04:00,0.9160000085830688,0.925000011920929,0.9122499823570251,0.9210000038146973,0.9018968343734741,416564000
2016-04-15 00:00:00-04:00,0.9207500219345093,0.9365000128746033,0.9177500009536743,0.9282500147819519,0.9089961051940918,436972000
2016-04-18 00:00:00-04:00,0.9265000224113464,0.9265000224113464,0.9152500033378601,0.9242500066757202,0.9050791263580322,307320000
2016-04-19 00:00:00-04:00,0.9277499914169312,0.9294999837875366,0.9020000100135803,0.9077500104904175,0.888921320438385,309152000
2016-04-20 00:00:00-04:00,0.90625,0.9167500138282776,0.9052500128746033,0.9112499952316284,0.8923488855361938,200172000
2016-04-21 00:00:00-04:00,0.9114999771118164,0.9157500267028809,0.90625,0.9102500081062317,0.8913695812225342,178280000
2016-04-22 00:00:00-04:00,0.9132500290870667,0.9194999933242798,0.9037500023841858,0.9067500233650208,0.8879420757293701,223540000
2016-04-25 00:00:00-04:00,0.9070000052452087,0.9162499904632568,0.9045000076293945,0.9112499952316284,0.8923488855361938,191972000
2016-04-26 00:00:00-04:00,0.9167500138282776,0.9272500276565552,0.9079999923706055,0.9120000004768372,0.8930830359458923,214536000
2016-04-27 00:00:00-04:00,0.9097499847412109,0.9332500100135803,0.9079999923706055,0.9327499866485596,0.913402795791626,352396000
2016-04-28 00:00:00-04:00,0.9269999861717224,0.9325000047683716,0.9027500152587891,0.9049999713897705,0.8862283825874329,381224000
2016-04-29 00:00:00-04:00,0.9012500047683716,0.903249979019165,0.8784999847412109,0.8882499933242798,0.8698258996009827,321904000
